movieId,title,genres,tmdbId,year,clean_title,tmdb_content,content
1378,Young Guns (1988),Action|Comedy|Western,11967.0,1988,Young Guns,Emilio Estevez Kiefer Sutherland Lou Diamond Phillips Charlie Sheen Dermot Mulroney sheriff bounty hunter corruption deputy sheriff anti hero ranch based on true story outlaw neighbor cowboy aggressive new mexico territory 1870s absurd sentimental hilarious whimsical admiring adoring defiant sarcastic tragic vibrant,Young Guns Action Comedy Western 1988 Emilio Estevez Kiefer Sutherland Lou Diamond Phillips Charlie Sheen Dermot Mulroney sheriff bounty hunter corruption deputy sheriff anti hero ranch based on true story outlaw neighbor cowboy aggressive new mexico territory 1870s absurd sentimental hilarious whimsical admiring adoring defiant sarcastic tragic vibrant
1379,Young Guns II (1990),Action|Western,9086.0,1990,Young Guns II,,Young Guns II Action Western 1990 
1380,Grease (1978),Comedy|Musical|Romance,621.0,1978,Grease,,Grease Comedy Musical Romance 1978 
1381,Grease 2 (1982),Comedy|Musical|Romance,9037.0,1982,Grease 2,,Grease 2 Comedy Musical Romance 1982 
1382,Marked for Death (1990),Action|Drama,10173.0,1990,Marked for Death,,Marked for Death Action Drama 1990 
1385,Under Siege (1992),Action|Drama|Thriller,8845.0,1992,Under Siege,Steven Seagal Tommy Lee Jones Gary Busey Erika Eleniak Colm Meaney martial arts war ship mercenary nuclear missile u.s. navy hostage-taking terrorism one against many battleship action hero good versus evil,Under Siege Action Drama Thriller 1992 Steven Seagal Tommy Lee Jones Gary Busey Erika Eleniak Colm Meaney martial arts war ship mercenary nuclear missile u.s. navy hostage-taking terrorism one against many battleship action hero good versus evil
1387,Jaws (1975),Action|Horror,578.0,1975,Jaws,"Roy Scheider Robert Shaw Richard Dreyfuss Lorraine Gary Murray Hamilton dying and death beach based on novel or book bathing shipwreck fishing atlantic ocean shark attack police chief ferry boat animal attack long island, new york dead child creature skinny dipping shark great white shark dead dog killer shark child killed by animal fourth of july severed leg fishing boat animal horror shark cage","Jaws Action Horror 1975 Roy Scheider Robert Shaw Richard Dreyfuss Lorraine Gary Murray Hamilton dying and death beach based on novel or book bathing shipwreck fishing atlantic ocean shark attack police chief ferry boat animal attack long island, new york dead child creature skinny dipping shark great white shark dead dog killer shark child killed by animal fourth of july severed leg fishing boat animal horror shark cage"
1388,Jaws 2 (1978),Horror|Thriller,579.0,1978,Jaws 2,Roy Scheider Lorraine Gary Murray Hamilton Joseph Mascolo Jeffrey Kramer dying and death rescue island panic mayor shark attack police chief current boat accident animal attack sailing sequel scuba diving creature shark great white shark killer whale high-tension current water skiing tourism,Jaws 2 Horror Thriller 1978 Roy Scheider Lorraine Gary Murray Hamilton Joseph Mascolo Jeffrey Kramer dying and death rescue island panic mayor shark attack police chief current boat accident animal attack sailing sequel scuba diving creature shark great white shark killer whale high-tension current water skiing tourism
1389,Jaws 3-D (1983),Action|Horror,17692.0,1983,Jaws 3-D,,Jaws 3-D Action Horror 1983 
1390,My Fellow Americans (1996),Comedy,17795.0,1996,My Fellow Americans,,My Fellow Americans Comedy 1996 
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi,75.0,1996,Mars Attacks!,Jack Nicholson Glenn Close Annette Bening Pierce Brosnan Danny DeVito usa president the white house planet mars saving the world cataclysm total destruction laser gun ambassador congress flying saucer dark comedy parody based on comic alien creature alien invasion outer space absurd,Mars Attacks! Action Comedy Sci-Fi 1996 Jack Nicholson Glenn Close Annette Bening Pierce Brosnan Danny DeVito usa president the white house planet mars saving the world cataclysm total destruction laser gun ambassador congress flying saucer dark comedy parody based on comic alien creature alien invasion outer space absurd
1392,Citizen Ruth (1996),Comedy|Drama,13891.0,1996,Citizen Ruth,Laura Dern Swoosie Kurtz Kurtwood Smith Mary Kay Place Kelly Preston judge drug addiction extremist abortion,Citizen Ruth Comedy Drama 1996 Laura Dern Swoosie Kurtz Kurtwood Smith Mary Kay Place Kelly Preston judge drug addiction extremist abortion
1393,Jerry Maguire (1996),Drama|Romance,9390.0,1996,Jerry Maguire,Tom Cruise Renée Zellweger Cuba Gooding Jr. Kelly Preston Jerry O'Connell career sports stadium american football single mother thoughtful,Jerry Maguire Drama Romance 1996 Tom Cruise Renée Zellweger Cuba Gooding Jr. Kelly Preston Jerry O'Connell career sports stadium american football single mother thoughtful
1394,Raising Arizona (1987),Comedy,378.0,1987,Raising Arizona,Nicolas Cage Holly Hunter Trey Wilson John Goodman William Forsythe baby robbery supermarket pregnancy arizona satire family relationships absurd amused melodramatic,Raising Arizona Comedy 1987 Nicolas Cage Holly Hunter Trey Wilson John Goodman William Forsythe baby robbery supermarket pregnancy arizona satire family relationships absurd amused melodramatic
1395,Tin Men (1987),Comedy|Drama,10896.0,1987,Tin Men,"Richard Dreyfuss Danny DeVito Barbara Hershey John Mahoney Jackie Gayle friendship competition hostility baltimore, usa rivalry scam car accident salesmen 1960s aluminum","Tin Men Comedy Drama 1987 Richard Dreyfuss Danny DeVito Barbara Hershey John Mahoney Jackie Gayle friendship competition hostility baltimore, usa rivalry scam car accident salesmen 1960s aluminum"
1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,2322.0,1992,Sneakers,Robert Redford Sidney Poitier David Strathairn Dan Aykroyd River Phoenix hacker mathematician assignment calm relaxed sympathetic,Sneakers Action Comedy Crime Drama Sci-Fi 1992 Robert Redford Sidney Poitier David Strathairn Dan Aykroyd River Phoenix hacker mathematician assignment calm relaxed sympathetic
1397,Bastard Out of Carolina (1996),Drama,41240.0,1996,Bastard Out of Carolina,Jennifer Jason Leigh Ron Eldard Glenne Headly Lyle Lovett Jena Malone woman director,Bastard Out of Carolina Drama 1996 Jennifer Jason Leigh Ron Eldard Glenne Headly Lyle Lovett Jena Malone woman director
1398,In Love and War (1996),Romance|War,26949.0,1996,In Love and War,Sandra Bullock Chris O'Donnell Mackenzie Astin Margot Steinberg Alan Bennett world war i hemmingway,In Love and War Romance War 1996 Sandra Bullock Chris O'Donnell Mackenzie Astin Margot Steinberg Alan Bennett world war i hemmingway
1399,Marvin's Room (1996),Drama,9819.0,1996,Marvin's Room,Meryl Streep Diane Keaton Leonardo DiCaprio Robert De Niro Hume Cronyn florida sibling relationship based on play or musical sister leukemia reunion cancer bone marrow transplant estranged sister,Marvin's Room Drama 1996 Meryl Streep Diane Keaton Leonardo DiCaprio Robert De Niro Hume Cronyn florida sibling relationship based on play or musical sister leukemia reunion cancer bone marrow transplant estranged sister
1401,Ghosts of Mississippi (1996),Drama,31908.0,1996,Ghosts of Mississippi,,Ghosts of Mississippi Drama 1996 
1405,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime,3179.0,1996,Beavis and Butt-Head Do America,,Beavis and Butt-Head Do America Adventure Animation Comedy Crime 1996 
1406,La Cérémonie (1995),Crime|Drama|Mystery|Thriller,1802.0,1995,La Cérémonie,,La Cérémonie Crime Drama Mystery Thriller 1995 
1407,Scream (1996),Comedy|Horror|Mystery|Thriller,4232.0,1996,Scream,,Scream Comedy Horror Mystery Thriller 1996 
1408,"Last of the Mohicans, The (1992)",Action|Romance|War|Western,9361.0,1992,"Last of the Mohicans, The",,"Last of the Mohicans, The Action Romance War Western 1992 "
1409,Michael (1996),Comedy|Drama|Fantasy|Romance,2928.0,1996,Michael,,Michael Comedy Drama Fantasy Romance 1996 
1411,Hamlet (1996),Crime|Drama|Romance,10549.0,1996,Hamlet,,Hamlet Crime Drama Romance 1996 
1412,Some Mother's Son (1996),Drama,58102.0,1996,Some Mother's Son,,Some Mother's Son Drama 1996 
1413,"Whole Wide World, The (1996)",Drama,18451.0,1996,"Whole Wide World, The",Vincent D'Onofrio Renée Zellweger Ann Wedgeworth Harve Presnell Benjamin Mouton teacher writer wistful,"Whole Wide World, The Drama 1996 Vincent D'Onofrio Renée Zellweger Ann Wedgeworth Harve Presnell Benjamin Mouton teacher writer wistful"
1414,Mother (1996),Comedy,27265.0,1996,Mother,,Mother Comedy 1996 
1415,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance,49935.0,1996,"Thieves (Voleurs, Les)",Catherine Deneuve Daniel Auteuil Laurence Côte Benoît Magimel Fabienne Babe bath tub,"Thieves (Voleurs, Les) Crime Drama Romance 1996 Catherine Deneuve Daniel Auteuil Laurence Côte Benoît Magimel Fabienne Babe bath tub"
1416,Evita (1996),Drama|Musical,8818.0,1996,Evita,,Evita Drama Musical 1996 
1417,"Portrait of a Lady, The (1996)",Drama,36758.0,1996,"Portrait of a Lady, The",Nicole Kidman John Malkovich Barbara Hershey Mary-Louise Parker Christian Bale friendship based on novel or book intellectual manipulation europe money american art rich woman director 19th century,"Portrait of a Lady, The Drama 1996 Nicole Kidman John Malkovich Barbara Hershey Mary-Louise Parker Christian Bale friendship based on novel or book intellectual manipulation europe money american art rich woman director 19th century"
1419,Walkabout (1971),Adventure|Drama,36040.0,1971,Walkabout,Jenny Agutter Luc Roeg David Gulpilil John Meillon Robert McDarra australia suicide sibling relationship based on novel or book hunter picnic wilderness camel tribe coming of age flashback survival teenage girl death outback geologist rite of passage australian aboriginal,Walkabout Adventure Drama 1971 Jenny Agutter Luc Roeg David Gulpilil John Meillon Robert McDarra australia suicide sibling relationship based on novel or book hunter picnic wilderness camel tribe coming of age flashback survival teenage girl death outback geologist rite of passage australian aboriginal
1422,Murder at 1600 (1997),Crime|Drama|Mystery|Thriller,9415.0,1997,Murder at 1600,"Wesley Snipes Diane Lane Daniel Benzali Dennis Miller Alan Alda usa president washington dc, usa corruption the white house politics detective cover-up domestic violence surveillance secret service murder investigation framed for murder illicit affair u.s. secret service agent","Murder at 1600 Crime Drama Mystery Thriller 1997 Wesley Snipes Diane Lane Daniel Benzali Dennis Miller Alan Alda usa president washington dc, usa corruption the white house politics detective cover-up domestic violence surveillance secret service murder investigation framed for murder illicit affair u.s. secret service agent"
1423,Hearts and Minds (1996),Drama,55146.0,1996,Hearts and Minds,Danny Keogh Patrick Shai Seputla Sebogodi Ernest Ndhlovu Brian O'Shaughnessy cop,Hearts and Minds Drama 1996 Danny Keogh Patrick Shai Seputla Sebogodi Ernest Ndhlovu Brian O'Shaughnessy cop
1425,Fierce Creatures (1997),Comedy,12145.0,1997,Fierce Creatures,John Cleese Jamie Lee Curtis Kevin Kline Michael Palin Robert Lindsay greed zoo dark comedy marketing business animals lemur,Fierce Creatures Comedy 1997 John Cleese Jamie Lee Curtis Kevin Kline Michael Palin Robert Lindsay greed zoo dark comedy marketing business animals lemur
1426,Zeus and Roxanne (1997),Children,42424.0,1997,Zeus and Roxanne,,Zeus and Roxanne Children 1997 
1427,Turbulence (1997),Action|Thriller,34314.0,1997,Turbulence,Ray Liotta Lauren Holly Brendan Gleeson Héctor Elizondo Rachel Ticotin airplane stewardess shootout air marshal christmas turbulence,Turbulence Action Thriller 1997 Ray Liotta Lauren Holly Brendan Gleeson Héctor Elizondo Rachel Ticotin airplane stewardess shootout air marshal christmas turbulence
1428,Angel Baby (1995),Drama,2892.0,1995,Angel Baby,,Angel Baby Drama 1995 
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),Action|Adventure|Comedy|Thriller,9404.0,1996,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo),,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) Action Adventure Comedy Thriller 1996 
1430,Underworld (1996),Comedy|Thriller,85242.0,1996,Underworld,,Underworld Comedy Thriller 1996 
1431,Beverly Hills Ninja (1997),Action|Comedy,9622.0,1997,Beverly Hills Ninja,Chris Farley Nicollette Sheridan Robin Shou Nathaniel Parker Chris Rock japan ninja fighter clumsy fellow overweight man teacher falling in love beverly hills school life lighthearted,Beverly Hills Ninja Action Comedy 1997 Chris Farley Nicollette Sheridan Robin Shou Nathaniel Parker Chris Rock japan ninja fighter clumsy fellow overweight man teacher falling in love beverly hills school life lighthearted
1432,Metro (1997),Action|Comedy|Crime|Drama|Thriller,8860.0,1997,Metro,,Metro Action Comedy Crime Drama Thriller 1997 
1437,"Cement Garden, The (1993)",Drama,14832.0,1993,"Cement Garden, The",,"Cement Garden, The Drama 1993 "
1438,Dante's Peak (1997),Action|Thriller,9619.0,1997,Dante's Peak,,Dante's Peak Action Thriller 1997 
1439,Meet Wally Sparks (1997),Comedy,40506.0,1997,Meet Wally Sparks,,Meet Wally Sparks Comedy 1997 
1440,Amos & Andrew (1993),Comedy,31000.0,1993,Amos & Andrew,,Amos & Andrew Comedy 1993 
1441,Benny & Joon (1993),Comedy|Romance,4104.0,1993,Benny & Joon,,Benny & Joon Comedy Romance 1993 
1442,Prefontaine (1997),Drama,26306.0,1997,Prefontaine,,Prefontaine Drama 1997 
